drug,protein,proteinname
2519,89853,MVB12B
5350,4598,MVK
5350,4084,MXD1
5350,10608,MXD4
65064,10514,MYBBP1A
2519,10514,MYBBP1A
445154,10514,MYBBP1A
65064,4603,MYBL1
5833,4603,MYBL1
445154,4608,MYBPH
445154,4609,MYC
65064,4609,MYC
2519,4609,MYC
5281672,4609,MYC
1548943,4609,MYC
65064,23077,MYCBP2
2519,23077,MYCBP2
65064,4615,MYD88
445154,4615,MYD88
445154,79784,MYH14
2519,4627,MYH9
445154,103910,MYL12B
639665,4633,MYL2
1548943,4635,MYL4
2519,140465,MYL6B
65064,29116,MYLIP
445154,85366,MYLK2
5350,91807,MYLK3
445154,55892,MYNN
65064,4651,MYO10
2519,80022,MYO15B
2519,80179,MYO19
2519,4641,MYO1C
2519,4643,MYO1E
65064,4643,MYO1E
5350,64005,MYO1G
2519,4644,MYO5A
445154,4644,MYO5A
65064,4646,MYO6
2519,4646,MYO6
2519,4647,MYO7A
2519,4649,MYO9A
65064,4649,MYO9A
2519,4650,MYO9B
5350,93649,MYOCD
445154,4654,MYOD1
65064,26509,MYOF
2519,26509,MYOF
445154,58529,MYOZ1
445154,91977,MYOZ3
445154,339344,MYPOP
5350,25924,MYRIP
65064,114803,MYSM1
5350,23040,MYT1L
445154,440145,MZT1
445154,55728,N4BP2
2519,8260,NAA10
445154,80155,NAA15
65064,80155,NAA15
445154,79612,NAA16
2519,122830,NAA30
445154,122830,NAA30
445154,79829,NAA40
445154,254827,NAALADL2
445154,4664,NAB1
2519,4664,NAB1
2519,4665,NAB2
445154,64859,NABP1
6917864,4666,NACA
445154,112939,NACC1
2519,65220,NADK
445154,133686,NADK2
65064,133686,NADK2
2519,133686,NADK2
445154,8883,NAE1
65064,8883,NAE1
445154,55577,NAGK
65064,55577,NAGK
445154,10135,NAMPT
445154,339345,NANOS2
445154,54187,NANS
445154,4676,NAP1L4
65064,222236,NAPEPLD
445154,8774,NAPG
2519,8774,NAPG
65064,8774,NAPG
445154,26502,NARF
2519,4678,NASP
445154,4678,NASP
65064,9,NAT1
65064,55226,NAT10
639665,10,NAT2
2519,10,NAT2
445154,26151,NAT9
65064,51594,NBAS
2519,23218,NBEAL2
445154,4683,NBN
65064,4683,NBN
2519,4683,NBN
65064,4077,NBR1
2519,4077,NBR1
445154,4077,NBR1
5350,4685,NCAM2
2519,9918,NCAPD2
445154,9918,NCAPD2
2519,23310,NCAPD3
65064,23310,NCAPD3
445154,64151,NCAPG
2519,64151,NCAPG
65064,23397,NCAPH
445154,23397,NCAPH
2519,23397,NCAPH
445154,4686,NCBP1
445154,22916,NCBP2
445154,342897,NCCRP1
5350,342897,NCCRP1
65064,4688,NCF2
5350,4688,NCF2
445154,4688,NCF2
65064,4690,NCK1
2519,4690,NCK1
6917864,10787,NCKAP1
445154,4691,NCL
2519,4691,NCL
65064,8648,NCOA1
445154,8648,NCOA1
65064,10499,NCOA2
445154,10499,NCOA2
2519,10499,NCOA2
445154,8202,NCOA3
2519,8202,NCOA3
445154,8031,NCOA4
6917864,8031,NCOA4
2519,57727,NCOA5
445154,23054,NCOA6
445154,135112,NCOA7
2519,135112,NCOA7
65064,135112,NCOA7
2519,9611,NCOR1
445154,9611,NCOR1
5350,9612,NCOR2
445154,9612,NCOR2
2519,9612,NCOR2
445154,9436,NCR2
445154,55706,NDC1
2519,55706,NDC1
445154,54820,NDE1
2519,54820,NDE1
445154,10397,NDRG1
5350,10397,NDRG1
2519,10397,NDRG1
65064,10397,NDRG1
2519,57446,NDRG3
5350,57446,NDRG3
445154,51079,NDUFA13
445154,56901,NDUFA4L2
65064,51103,NDUFAF1
445154,55471,NDUFAF7
445154,4707,NDUFB1
445154,4713,NDUFB7
445154,4714,NDUFB8
445154,4719,NDUFS1
65064,4719,NDUFS1
445154,4720,NDUFS2
445154,4722,NDUFS3
445154,4723,NDUFV1
2519,4703,NEB
5350,10529,NEBL
445154,10529,NEBL
5350,54550,NECAB2
2519,55707,NECAP2
445154,55707,NECAP2
445154,121441,NEDD1
2519,121441,NEDD1
65064,121441,NEDD1
65064,23327,NEDD4L
2519,23327,NEDD4L
2519,4739,NEDD9
445154,4739,NEDD9
65064,4739,NEDD9
445154,4744,NEFH
5350,79661,NEIL1
2519,252969,NEIL2
445154,252969,NEIL2
5350,55247,NEIL3
65064,55247,NEIL3
445154,55247,NEIL3
65064,4750,NEK1
445154,4750,NEK1
2519,4750,NEK1
445154,4751,NEK2
5350,4751,NEK2
1548943,4751,NEK2
2519,4752,NEK3
65064,4752,NEK3
445154,6787,NEK4
2519,6787,NEK4
65064,10783,NEK6
2519,10783,NEK6
2519,91754,NEK9
445154,91754,NEK9
445154,7469,NELFA
2519,7469,NELFA
445154,51497,NELFCD
445154,4753,NELL2
2519,9147,NEMF
445154,9147,NEMF
445154,10763,NES
5350,10763,NES
2519,10763,NES
2519,10825,NEU3
445154,4761,NEUROD2
445154,4762,NEUROG1
2519,63973,NEUROG2
5350,50674,NEUROG3
445154,50674,NEUROG3
65064,4763,NF1
2519,4763,NF1
2519,4773,NFATC2
2519,84901,NFATC2IP
2519,4775,NFATC3
445154,4776,NFATC4
445154,4779,NFE2L1
445154,4780,NFE2L2
65064,4780,NFE2L2
5350,4780,NFE2L2
1548943,4780,NFE2L2
7054,4780,NFE2L2
6917864,4780,NFE2L2
639665,4780,NFE2L2
5281672,4780,NFE2L2
1794427,4780,NFE2L2
6433206,4780,NFE2L2
2519,4782,NFIC
65064,4783,NFIL3
445154,4784,NFIX
2519,4784,NFIX
65064,4790,NFKB1
445154,4790,NFKB1
639665,4790,NFKB1
5350,4790,NFKB1
2519,4790,NFKB1
1548943,4790,NFKB1
445154,4791,NFKB2
2519,4791,NFKB2
445154,4792,NFKBIA
1548943,4792,NFKBIA
5350,4792,NFKBIA
65064,4792,NFKBIA
445154,4793,NFKBIB
65064,4793,NFKBIB
5350,4793,NFKBIB
5350,4794,NFKBIE
2519,4794,NFKBIE
2519,4795,NFKBIL1
5350,64332,NFKBIZ
445154,64332,NFKBIZ
2519,4798,NFRKB
65064,9054,NFS1
445154,9054,NFS1
445154,27247,NFU1
65064,4799,NFX1
2519,4799,NFX1
445154,152518,NFXL1
2519,4800,NFYA
65064,4800,NFYA
65064,4801,NFYB
445154,4802,NFYC
2519,25983,NGDN
445154,4804,NGFR
5350,4804,NGFR
445154,55768,NGLY1
65064,55768,NGLY1
445154,51335,NGRN
65064,51335,NGRN
2519,79840,NHEJ1
445154,387921,NHLRC3
445154,55651,NHP2
445154,22795,NID2
65064,60491,NIF3L1
445154,60491,NIF3L1
2519,84365,NIFK
445154,84365,NIFK
2519,51199,NIN
445154,51199,NIN
65064,51199,NIN
445154,4815,NINJ2
445154,51388,NIP7
445154,81614,NIPA2
445154,57185,NIPAL3
2519,25836,NIPBL
445154,8508,NIPSNAP1
5350,25934,NIPSNAP3A
2519,11188,NISCH
65064,4817,NIT1
2519,85407,NKD1
445154,85407,NKD1
2519,55922,NKRF
2519,4820,NKTR
445154,4820,NKTR
445154,7080,NKX2-1
445154,4824,NKX3-1
445154,4825,NKX6-1
65064,51701,NLK
445154,57486,NLN
445154,22861,NLRP1
65064,114548,NLRP3
445154,114548,NLRP3
445154,199713,NLRP7
2519,51068,NMD3
445154,51068,NMD3
445154,4833,NME4
445154,10201,NME6
65064,29922,NME7
2519,4836,NMT1
445154,4826,NNAT
2519,28987,NOB1
65064,28987,NOB1
2519,26155,NOC2L
445154,64318,NOC3L
65064,64318,NOC3L
2519,64318,NOC3L
445154,10392,NOD1
445154,4838,NODAL
445154,79954,NOL10
2519,79159,NOL12
2519,8996,NOL3
2519,140688,NOL4L
2519,55035,NOL8
445154,9221,NOLC1
65064,9221,NOLC1
2519,9221,NOLC1
445154,64434,NOM1
2519,4841,NONO
445154,8602,NOP14
445154,4839,NOP2
2519,4839,NOP2
2519,10528,NOP56
445154,10528,NOP56
2519,4842,NOS1
1548943,4842,NOS1
445154,4842,NOS1
2519,9722,NOS1AP
445154,9722,NOS1AP
445154,4843,NOS2
1548943,4843,NOS2
6433206,4843,NOS2
65064,4843,NOS2
5833,4846,NOS3
445154,4846,NOS3
1548943,4846,NOS3
1794427,4846,NOS3
65064,4846,NOS3
2519,51070,NOSIP
445154,4851,NOTCH1
2519,4851,NOTCH1
5350,4851,NOTCH1
445154,4853,NOTCH2
445154,4858,NOVA2
445154,27035,NOX1
1548943,50507,NOX4
445154,50507,NOX4
445154,124056,NOXO1
445154,256933,NPB
445154,2832,NPBWR2
1548943,4864,NPC1
445154,4864,NPC1
5350,4864,NPC1
2519,29881,NPC1L1
445154,56654,NPDC1
65064,9520,NPEPPS
445154,9520,NPEPPS
445154,64106,NPFFR1
2519,261734,NPHP4
445154,255743,NPNT
5833,4878,NPPA
445154,4878,NPPA
5833,4879,NPPB
445154,4879,NPPB
445154,4880,NPPC
445154,4881,NPR1
5350,4882,NPR2
5350,4884,NPTX1
445154,23467,NPTXR
445154,283869,NPW
445154,4852,NPY
445154,4886,NPY1R
445154,4887,NPY2R
5350,4835,NQO2
445154,4835,NQO2
65064,8431,NR0B2
445154,8431,NR0B2
5350,9975,NR1D2
2519,10062,NR1H3
445154,10062,NR1H3
65064,9971,NR1H4
1794427,9971,NR1H4
6450278,9971,NR1H4
639665,9971,NR1H4
445154,9970,NR1I3
65064,126382,NR2C2AP
445154,7025,NR2F1
2519,2063,NR2F6
65064,2908,NR3C1
2519,2908,NR3C1
445154,2908,NR3C1
5350,2908,NR3C1
5833,2908,NR3C1
6450278,2908,NR3C1
65064,3164,NR4A1
65064,4929,NR4A2
65064,8013,NR4A3
5350,8013,NR4A3
445154,2516,NR5A1
445154,4892,NRAP
445154,4893,NRAS
4091,4893,NRAS
2519,29982,NRBF2
2519,4897,NRCAM
445154,55051,NRDE2
65064,9315,NREP
5350,9315,NREP
5350,3084,NRG1
445154,3084,NRG1
65064,3084,NRG1
2519,8204,NRIP1
445154,8204,NRIP1
65064,8204,NRIP1
445154,11270,NRM
445154,80023,NRSN2
5350,9369,NRXN3
445154,9369,NRXN3
445154,55968,NSFL1C
2519,55968,NSFL1C
65064,25936,NSL1
445154,197370,NSMCE1
65064,286053,NSMCE2
445154,286053,NSMCE2
445154,54780,NSMCE4A
65064,54780,NSMCE4A
445154,84081,NSRP1
2519,84081,NSRP1
445154,54888,NSUN2
2519,54888,NSUN2
445154,84618,NT5C1A
445154,22978,NT5C2
5350,51559,NT5DC3
445154,56953,NT5M
1548943,4908,NTF3
445154,22854,NTNG1
1548943,4914,NTRK1
5350,4914,NTRK1
445154,4922,NTS
445154,23620,NTSR2
445154,80224,NUBPL
2519,4924,NUCB1
445154,4924,NUCB1
2519,64710,NUCKS1
445154,64710,NUCKS1
445154,10726,NUDC
2519,10726,NUDC
65064,84955,NUDCD1
445154,134492,NUDCD2
445154,4521,NUDT1
65064,83594,NUDT12
445154,25961,NUDT13
445154,131870,NUDT16
445154,11051,NUDT21
65064,11163,NUDT4
5350,283927,NUDT7
2519,57532,NUFIP2
2519,4926,NUMA1
65064,8650,NUMB
2519,8650,NUMB
445154,9253,NUMBL
65064,55746,NUP133
2519,55746,NUP133
445154,55746,NUP133
2519,9972,NUP153
445154,9631,NUP155
65064,23279,NUP160
2519,23165,NUP205
445154,23165,NUP205
2519,8021,NUP214
2519,129401,NUP35
2519,10762,NUP50
445154,53371,NUP54
2519,23636,NUP62
65064,79902,NUP85
2519,9688,NUP93
445154,9688,NUP93
2519,4928,NUP98
65064,4928,NUP98
1548943,26471,NUPR1
2519,10482,NXF1
65064,10482,NXF1
445154,30010,NXPH1
445154,11249,NXPH2
445154,11248,NXPH3
445154,222950,NYAP1
445154,57624,NYAP2
5350,57624,NYAP2
445154,57523,NYNRIN
445154,221443,OARD1
65064,4938,OAS1
445154,4947,OAZ2
445154,29991,OBP2A
445154,23363,OBSL1
2519,54940,OCIAD1
445154,4952,OCRL
65064,4953,ODC1
445154,4953,ODC1
445154,4957,ODF2
445154,8481,OFD1
2519,8481,OFD1
65064,4967,OGDH
445154,55753,OGDHL
445154,55239,OGFOD1
2519,11054,OGFR
65064,8473,OGT
2519,8473,OGT
445154,11339,OIP5
65064,11339,OIP5
2519,11339,OIP5
445154,170392,OIT3
445154,10439,OLFM1
445154,118427,OLFM3
5350,10562,OLFM4
5350,169611,OLFML2A
445154,56944,OLFML3
2519,167826,OLIG3
445154,167826,OLIG3
65064,9480,ONECUT2
445154,4976,OPA1
5350,26873,OPLAH
445154,26873,OPLAH
445154,94233,OPN4
445154,4985,OPRD1
5833,4985,OPRD1
1548943,4988,OPRM1
445154,26254,OPTC
2519,10133,OPTN
1548943,10133,OPTN
445154,84876,ORAI1
65064,80228,ORAI2
445154,4999,ORC2
445154,5000,ORC4
445154,5001,ORC5
5833,5004,ORM1
5833,5005,ORM2
65064,29095,ORMDL2
2519,5007,OSBP
5350,23762,OSBP2
2519,114884,OSBPL10
2519,114885,OSBPL11
445154,114885,OSBPL11
2519,26031,OSBPL3
445154,26031,OSBPL3
65064,26031,OSBPL3
2519,114882,OSBPL8
2519,114883,OSBPL9
65064,55644,OSGEP
445154,55644,OSGEP
65064,64172,OSGEPL1
5350,734,OSGIN2
2519,26578,OSTF1
65064,28962,OSTM1
5350,28962,OSTM1
2519,28962,OSTM1
2519,55611,OTUB1
445154,23252,OTUD3
2519,54726,OTUD4
445154,54726,OTUD4
2519,55593,OTUD5
2519,56957,OTUD7B
445154,5013,OTX1
445154,5015,OTX2
65064,5016,OVGP1
445154,5019,OXCT1
2519,55074,OXR1
445154,55074,OXR1
65064,54995,OXSM
445154,5020,OXT
445154,5021,OXTR
445154,22953,P2RX2
5350,5024,P2RX3
445154,5025,P2RX4
5350,5029,P2RY2
2519,286530,P2RY8
445154,5033,P4HA1
445154,283208,P4HA3
5350,5034,P4HB
65064,5034,P4HB
65064,80227,PAAF1
65064,5042,PABPC3
65064,8761,PABPC4
2519,23241,PACS2
2519,11252,PACSIN2
2519,29763,PACSIN3
445154,29943,PADI1
445154,51702,PADI3
5350,23569,PADI4
445154,5048,PAFAH1B1
5350,5050,PAFAH1B3
445154,9506,PAGE4
445154,90737,PAGE5
65064,79447,PAGR1
445154,79447,PAGR1
2519,5053,PAH
445154,10606,PAICS
445154,5058,PAK1
2519,5058,PAK1
445154,55003,PAK1IP1
2519,55003,PAK1IP1
2519,5062,PAK2
445154,10298,PAK4
2519,10298,PAK4
2519,79728,PALB2
5350,5064,PALM
2519,342979,PALM3
5350,54873,PALMD
2519,54873,PALMD
2519,9924,PAN2
445154,9924,PAN2
2519,255967,PAN3
2519,80025,PANK2
2519,55229,PANK4
445154,24145,PANX1
445154,56666,PANX2
5350,56666,PANX2
445154,89932,PAPLN
445154,10914,PAPOLA
2519,10914,PAPOLA
2519,64895,PAPOLG
65064,64895,PAPOLG
445154,5069,PAPPA
5350,9061,PAPSS1
445154,9061,PAPSS1
445154,54852,PAQR5
2519,56288,PARD3
2519,84612,PARD6B
65064,8505,PARG
2519,8505,PARG
5281672,8505,PARG
2519,5073,PARN
1548943,142,PARP1
65064,142,PARP1
6433206,142,PARP1
639665,142,PARP1
5350,142,PARP1
445154,142,PARP1
5281672,142,PARP1
2519,142,PARP1
6917864,142,PARP1
445154,64761,PARP12
2519,64761,PARP12
65064,64761,PARP12
445154,54625,PARP14
65064,79668,PARP8
445154,83666,PARP9
65064,83666,PARP9
445154,55010,PARPBP
2519,64098,PARVG
65064,64098,PARVG
2519,23178,PASK
445154,219988,PATL1
2519,23598,PATZ1
2519,5074,PAWR
445154,5077,PAX3
2519,5077,PAX3
445154,5078,PAX4
445154,7849,PAX8
2519,94104,PAXBP1
445154,51260,PBDC1
2519,55872,PBK
445154,55872,PBK
445154,55193,PBRM1
65064,55193,PBRM1
2519,55193,PBRM1
5350,5091,PC
445154,84105,PCBD2
2519,5094,PCBP2
445154,54039,PCBP3
65064,5095,PCCA
445154,5095,PCCA
5350,57575,PCDH10
445154,57575,PCDH10
65064,57575,PCDH10
445154,5100,PCDH8
2519,26167,PCDHB5
5350,91523,PCED1B
65064,51585,PCF11
2519,51585,PCF11
445154,51585,PCF11
65064,7703,PCGF2
65064,55795,PCID2
445154,55795,PCID2
2519,63935,PCIF1
445154,5105,PCK1
5350,5106,PCK2
2519,5106,PCK2
2519,5108,PCM1
445154,55251,PCMTD2
445154,5111,PCNA
1548943,5111,PCNA
5350,5111,PCNA
2519,57092,PCNP
2519,5116,PCNT
445154,5121,PCP4
5350,5122,PCSK1
445154,27344,PCSK1N
445154,5126,PCSK2
445154,5125,PCSK5
445154,5046,PCSK6
2519,255738,PCSK9
445154,255738,PCSK9
65064,255738,PCSK9
1548943,58488,PCTP
2519,5130,PCYT1A
445154,5130,PCYT1A
2519,9468,PCYT1B
2519,5833,PCYT2
445154,5133,PDCD1
445154,11235,PDCD10
65064,11235,PDCD10
2519,22984,PDCD11
445154,5134,PDCD2
445154,27250,PDCD4
2519,27250,PDCD4
445154,9141,PDCD5
65064,9141,PDCD5
445154,10081,PDCD7
445154,5082,PDCL
445154,201626,PDE12
5350,5136,PDE1A
445154,5138,PDE2A
5350,5139,PDE3A
445154,5144,PDE4D
445154,8654,PDE5A
5350,8654,PDE5A
445154,5149,PDE6H
5350,27115,PDE7B
65064,27115,PDE7B
445154,5151,PDE8A
5350,8622,PDE8B
5350,5152,PDE9A
445154,5155,PDGFB
5350,5155,PDGFB
5350,56034,PDGFC
65064,56034,PDGFC
445154,5159,PDGFRB
5350,5159,PDGFRB
65064,5159,PDGFRB
445154,5157,PDGFRL
65064,5160,PDHA1
445154,5160,PDHA1
65064,5162,PDHB
445154,8050,PDHX
445154,64714,PDIA2
2519,2923,PDIA3
65064,2923,PDIA3
445154,2923,PDIA3
2519,9601,PDIA4
445154,10130,PDIA6
65064,5163,PDK1
445154,9124,PDLIM1
5350,9124,PDLIM1
2519,9124,PDLIM1
2519,64236,PDLIM2
2519,10611,PDLIM5
65064,10611,PDLIM5
2519,9260,PDLIM7
445154,57546,PDP2
445154,5170,PDPK1
2519,5170,PDPK1
65064,81572,PDRG1
445154,23047,PDS5B
65064,23047,PDS5B
2519,23047,PDS5B
445154,23590,PDSS1
445154,3651,PDX1
445154,23042,PDXDC1
2519,23042,PDXDC1
65064,57026,PDXP
445154,10158,PDZK1IP1
5350,10158,PDZK1IP1
2519,8682,PEA15
2519,5037,PEBP1
445154,5037,PEBP1
445154,5175,PECAM1
2519,55825,PECR
445154,5178,PEG3
2519,5178,PEG3
445154,5179,PENK
65064,5187,PER1
65064,8864,PER2
2519,5189,PEX1
445154,8800,PEX11A
65064,8799,PEX11B
2519,5194,PEX13
445154,5194,PEX13
2519,5195,PEX14
65064,5828,PEX2
65064,8504,PEX3
445154,8504,PEX3
445154,51555,PEX5L
445154,5203,PFDN4
445154,5208,PFKFB2
2519,5208,PFKFB2
2519,5209,PFKFB3
65064,5209,PFKFB3
445154,5213,PFKM
2519,5213,PFKM
2519,5214,PFKP
65064,5216,PFN1
2519,5216,PFN1
2519,27315,PGAP2
2519,84547,PGBD1
2519,267004,PGBD3
445154,5226,PGD
5350,5226,PGD
445154,5228,PGF
445154,5229,PGGT1B
65064,5232,PGK2
2519,5232,PGK2
1548943,5236,PGM1
2519,5236,PGM1
2519,55276,PGM2
445154,55276,PGM2
445154,283209,PGM2L1
445154,5238,PGM3
5350,5239,PGM5
445154,283871,PGP
445154,5241,PGR
5833,5241,PGR
65064,5241,PGR
6917864,5241,PGR
1794427,5241,PGR
2519,10857,PGRMC1
2519,10424,PGRMC2
5350,9749,PHACTR2
65064,9749,PHACTR2
2519,9749,PHACTR2
65064,65979,PHACTR4
2519,65979,PHACTR4
1548943,11331,PHB2
2519,80012,PHC3
2519,5252,PHF1
2519,55274,PHF10
445154,51131,PHF11
65064,51131,PHF11
2519,148479,PHF13
2519,9678,PHF14
445154,9678,PHF14
445154,26147,PHF19
65064,26147,PHF19
2519,5253,PHF2
445154,51230,PHF20
445154,51105,PHF20L1
2519,79142,PHF23
2519,23469,PHF3
445154,23469,PHF3
445154,84844,PHF5A
445154,84295,PHF6
2519,84295,PHF6
445154,51533,PHF7
2519,23133,PHF8
5350,26227,PHGDH
65064,55023,PHIP
2519,55023,PHIP
445154,55023,PHIP
5350,5255,PHKA1
2519,5256,PHKA2
2519,5257,PHKB
65064,5260,PHKG1
2519,90102,PHLDB2
445154,90102,PHLDB2
2519,653583,PHLDB3
2519,23239,PHLPP1
445154,401,PHOX2A
5350,29085,PHPT1
2519,57661,PHRF1
445154,10745,PHTF1
445154,57157,PHTF2
445154,254295,PHYHD1
5350,9796,PHYHIP
445154,55300,PI4K2B
2519,55300,PI4K2B
2519,5297,PI4KA
2519,5298,PI4KB
65064,8554,PIAS1
2519,8554,PIAS1
445154,10401,PIAS3
65064,10464,PIBF1
2519,8301,PICALM
65064,8301,PICALM
65064,9463,PICK1
2519,55367,PIDD1
445154,55367,PIDD1
2519,9780,PIEZO1
445154,80119,PIF1
65064,5277,PIGA
445154,5281,PIGF
65064,5281,PIGF
2519,54872,PIGG
445154,93183,PIGM
65064,51227,PIGP
445154,5284,PIGR
65064,55650,PIGV
2519,55011,PIH1D1
2519,5286,PIK3C2A
5281672,5287,PIK3C2B
4091,5290,PIK3CA
445154,5290,PIK3CA
445154,5291,PIK3CB
65064,5291,PIK3CB
5350,5293,PIK3CD
65064,5293,PIK3CD
445154,5294,PIK3CG
445154,5295,PIK3R1
445154,5296,PIK3R2
5350,8503,PIK3R3
445154,8503,PIK3R3
445154,200576,PIKFYVE
2519,200576,PIKFYVE
445154,5292,PIM1
65064,11040,PIM2
445154,415116,PIM3
445154,65018,PINK1
1548943,65018,PINK1
5350,65018,PINK1
65064,5305,PIP4K2A
2519,8396,PIP4K2B
2519,8394,PIP5K1A
5350,8395,PIP5K1B
2519,23396,PIP5K1C
5350,8544,PIR
445154,23760,PITPNB
2519,26207,PITPNC1
2519,9600,PITPNM1
5350,5307,PITX1
445154,5309,PITX3
5350,5309,PITX3
445154,9867,PJA2
2519,9867,PJA2
445154,5311,PKD2
65064,5311,PKD2
445154,9033,PKD2L1
5350,11142,PKIG
445154,5313,PKLR
445154,5315,PKM
2519,5315,PKM
2519,9088,PKMYT1
445154,9088,PKMYT1
2519,5585,PKN1
2519,5586,PKN2
65064,5586,PKN2
445154,5586,PKN2
2519,29941,PKN3
445154,5316,PKNOX1
445154,63876,PKNOX2
2519,8502,PKP4
445154,51365,PLA1A
445154,5320,PLA2G2A
65064,5320,PLA2G2A
445154,26279,PLA2G2D
445154,8398,PLA2G6
5350,22925,PLA2R1
6106,9373,PLAA
445154,9373,PLAA
445154,219348,PLAC9
2519,23236,PLCB1
445154,5331,PLCB3
2519,5331,PLCB3
445154,5333,PLCD1
445154,84812,PLCD4
5350,51196,PLCE1
65064,51196,PLCE1
2519,5335,PLCG1
445154,5335,PLCG1
5350,9651,PLCH2
5350,5334,PLCL1
65064,5337,PLD1
445154,5337,PLD1
2519,5337,PLD1
5350,5337,PLD1
65064,5338,PLD2
445154,200150,PLD5
5350,201164,PLD6
445154,5341,PLEK
2519,59339,PLEKHA2
2519,57664,PLEKHA4
2519,54477,PLEKHA5
65064,54477,PLEKHA5
445154,54477,PLEKHA5
2519,144100,PLEKHA7
65064,144100,PLEKHA7
445154,84725,PLEKHA8
445154,58473,PLEKHB1
445154,55041,PLEKHB2
445154,79666,PLEKHF2
2519,64857,PLEKHG2
445154,57449,PLEKHG5
2519,57449,PLEKHG5
2519,23207,PLEKHM2
445154,55848,PLGRKT
65064,55848,PLGRKT
2519,123,PLIN2
65064,123,PLIN2
2519,5347,PLK1
445154,5347,PLK1
5350,5347,PLK1
65064,10769,PLK2
5350,1263,PLK3
445154,10733,PLK4
65064,8985,PLOD3
445154,8985,PLOD3
1794427,8985,PLOD3
2519,5354,PLP1
445154,5355,PLP2
2519,5357,PLS1
65064,5357,PLS1
445154,5359,PLSCR1
445154,57125,PLXDC1
2519,23129,PLXND1
65064,5366,PMAIP1
445154,5366,PMAIP1
2519,5372,PMM1
445154,23203,PMPCA
2519,9512,PMPCB
65064,5378,PMS1
445154,5378,PMS1
5350,139728,PNCK
2519,11284,PNKP
445154,5407,PNLIPRP1
445154,56902,PNO1
65064,4860,PNP
445154,4860,PNP
65064,57104,PNPLA2
445154,57104,PNPLA2
2519,10908,PNPLA6
445154,50640,PNPLA8
445154,55163,PNPO
2519,55163,PNPO
445154,87178,PNPT1
65064,87178,PNPT1
445154,10957,PNRC1
445154,55629,PNRC2
65064,25886,POC1A
65064,134359,POC5
445154,134359,POC5
2519,79983,POF1B
445154,57645,POGK
445154,56983,POGLUT1
2519,23126,POGZ
65064,5423,POLB
445154,5424,POLD1
445154,5425,POLD2
445154,10714,POLD3
2519,84271,POLDIP3
445154,84271,POLDIP3
445154,5427,POLE2
65064,5427,POLE2
65064,54107,POLE3
445154,11232,POLG2
2519,11201,POLI
65064,11201,POLI
445154,11201,POLI
445154,51426,POLK
2519,27343,POLL
2519,27434,POLM
2519,25885,POLR1A
65064,51082,POLR1D
2519,5430,POLR2A
445154,5431,POLR2B
445154,5436,POLR2G
445154,5438,POLR2I
445154,5441,POLR2L
445154,55703,POLR3B
65064,55703,POLR3B
2519,661,POLR3D
65064,171568,POLR3H
65064,5443,POMC
445154,5444,PON1
445154,5445,PON2
445154,51367,POP5
65064,51367,POP5
65064,5447,POR
5350,5447,POR
2519,5447,POR
445154,25913,POT1
65064,25913,POT1
2519,440915,POTEKP
65064,440915,POTEKP
2519,5451,POU2F1
445154,25833,POU2F3
445154,5454,POU3F2
445154,5455,POU3F3
445154,27068,PPA2
445154,5465,PPARA
1548943,5465,PPARA
4091,5465,PPARA
445154,5467,PPARD
1548943,5467,PPARD
119034,10891,PPARGC1A
445154,10891,PPARGC1A
5350,10891,PPARGC1A
65064,79144,PPDPF
2519,8500,PPFIA1
2519,8541,PPFIA3
2519,8496,PPFIBP1
65064,8496,PPFIBP1
2519,51535,PPHLN1
445154,51535,PPHLN1
2519,5481,PPID
445154,10105,PPIF
5350,10105,PPIF
2519,9360,PPIG
65064,23759,PPIL2
2519,85313,PPIL4
2519,9677,PPIP5K1
445154,5494,PPM1A
445154,5495,PPM1B
2519,8493,PPM1D
445154,8493,PPM1D
2519,9647,PPM1F
2519,57460,PPM1H
65064,5499,PPP1CA
2519,5499,PPP1CA
445154,5500,PPP1CB
2519,5500,PPP1CB
445154,5501,PPP1CC
2519,5514,PPP1R10
445154,6992,PPP1R11
2519,6992,PPP1R11
1548943,4659,PPP1R12A
65064,4659,PPP1R12A
2519,4659,PPP1R12A
445154,4659,PPP1R12A
2519,54776,PPP1R12C
2519,23368,PPP1R13B
2519,10848,PPP1R13L
445154,10848,PPP1R13L
445154,54866,PPP1R14D
445154,23645,PPP1R15A
65064,23645,PPP1R15A
65064,170954,PPP1R18
2519,170954,PPP1R18
445154,170954,PPP1R18
445154,5502,PPP1R1A
445154,5504,PPP1R2
2519,5504,PPP1R2
2519,129285,PPP1R21
445154,116729,PPP1R27
5350,5507,PPP1R3C
2519,90673,PPP1R3E
2519,5510,PPP1R7
2519,55607,PPP1R9A
445154,5515,PPP2CA
1794427,5518,PPP2R1A
2519,5521,PPP2R2B
5350,5521,PPP2R2B
445154,55844,PPP2R2D
65064,5523,PPP2R3A
65064,55012,PPP2R3C
445154,55012,PPP2R3C
445154,5525,PPP2R5A
445154,5530,PPP3CA
65064,5533,PPP3CC
445154,5535,PPP3R2
2519,9989,PPP4R1
2519,151987,PPP4R2
445154,151987,PPP4R2
65064,57718,PPP4R4
2519,9701,PPP6R2
65064,55291,PPP6R3
2519,55291,PPP6R3
65064,23082,PPRC1
2519,23082,PPRC1
445154,160760,PPTC7
445154,23398,PPWD1
65064,23398,PPWD1
